,Scientific Name,Common Name,Locality,Latitude,Longitude,Date,mediaDownloadUrl
369,Acridotheres tristis,Common Myna,"Mamurabad Road Jalgaon, Maharashtra, IN (21.023, 75.568)",21.023,75.5681,31-Jul-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
370,Acridotheres tristis,Common Myna,"Mamurabad Road Jalgaon, Maharashtra, IN (21.023, 75.568)",21.023,75.5681,31-Jul-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
371,Acridotheres tristis,Common Myna,"Mamurabad Road Jalgaon, Maharashtra, IN (21.023, 75.568)",21.023,75.5681,31-Jul-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
372,Acridotheres tristis,Common Myna,"Mamurabad Road Jalgaon, Maharashtra, IN (21.023, 75.568)",21.023,75.5681,31-Jul-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
373,Acridotheres tristis,Common Myna,"Mamurabad Road Jalgaon, Maharashtra, IN (21.023, 75.568)",21.023,75.5681,29-Jul-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
374,Acridotheres tristis,Common Myna,"Mamurabad Road Jalgaon, Maharashtra, IN (21.023, 75.568)",21.023,75.5681,29-Jul-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
375,Acridotheres tristis,Common Myna,"Mamurabad Road Jalgaon, Maharashtra, IN (21.023, 75.568)",21.023,75.5681,29-Jul-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
376,Acridotheres tristis,Common Myna,"Mamurabad Road Jalgaon, Maharashtra, IN (21.023, 75.568)",21.023,75.5681,29-Jul-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
377,Acridotheres tristis,Common Myna,"Mamurabad Road Jalgaon, Maharashtra, IN (21.023, 75.568)",21.023,75.5681,29-Jul-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
378,Acridotheres tristis,Common Myna,"Mamurabad Road, Maharashtra, IN (21.034, 75.571)",21.0337,75.5708,28-Jul-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
379,Acridotheres tristis,Common Myna,"Mamurabad Road, Maharashtra, IN (21.034, 75.571)",21.0337,75.5708,28-Jul-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
380,Acridotheres tristis,Common Myna,"Mamurabad Road Jalgaon, Maharashtra, IN (21.023, 75.568)",21.023,75.5681,28-Jul-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
381,Acridotheres tristis,Common Myna,"Mamurabad Road Jalgaon, Maharashtra, IN (21.023, 75.568)",21.023,75.5681,28-Jul-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
382,Acridotheres tristis,Common Myna,"Shyama Prasaad Mukharrji Udyan Old Mamurabad Road to MG Road, Jalgaon, Maharashtra, IN (21.017, 75.566)",21.0169,75.5662,27-Jul-2020,https://cdn.download.ams.birds.cornell.edu/api/v1/asset/
